HLTH,Nobilis Health Corp. Common Stock,NASDAQ
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.35,0.38,0.38,0.35
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
