NM,Navios Maritime Holdings Inc. Common Stock,NASDAQ
5.21,5.30,5.34,5.19
5.33,5.21,5.33,5.18
5.25,5.44,5.44,5.24
5.38,5.26,5.47,5.17
5.18,5.13,5.25,5.05
5.19,5.15,5.22,5.01
5.08,4.82,5.21,4.70
4.91,5.10,5.12,4.88
5.20,5.17,5.28,5.13
5.20,5.26,5.35,5.18
5.30,5.60,5.65,5.25
5.65,5.58,5.85,5.52
5.58,5.45,5.80,5.45
5.40,5.41,5.52,5.26
5.50,5.56,5.67,5.45
5.59,5.43,5.64,5.42
5.48,5.46,5.53,5.42
5.30,5.41,5.54,5.30
5.52,5.47,5.55,5.42
5.47,5.49,5.62,5.41
5.49,5.43,5.59,5.41
5.43,5.47,5.50,5.36
5.50,5.49,5.61,5.47
5.49,5.65,5.69,5.49
5.63,5.74,5.78,5.55
5.72,5.68,5.79,5.60
5.72,5.90,5.93,5.61
5.92,5.85,5.99,5.73
5.81,5.79,5.94,5.70
5.79,5.89,5.96,5.76
5.90,5.77,5.95,5.75
5.77,5.61,5.89,5.54
5.61,5.59,5.72,5.51
5.70,5.69,5.72,5.52
5.69,5.63,5.70,5.60
5.60,5.74,5.84,5.55
5.71,5.67,5.71,5.57
5.66,5.61,5.81,5.55
5.62,5.70,5.89,5.62
5.66,5.74,5.85,5.65
5.74,5.92,5.92,5.74
5.94,5.95,6.05,5.85
6.00,6.19,6.19,5.88
6.16,6.16,6.24,6.06
6.11,6.11,6.38,6.04
6.06,5.70,6.16,5.70
5.71,5.99,5.99,5.71
6.25,6.30,6.48,6.10
6.27,6.26,6.49,6.17
6.25,6.22,6.35,6.06
6.27,6.68,6.71,6.22
6.66,6.38,6.66,6.35
6.41,6.25,6.50,6.18
6.26,6.30,6.37,6.24
6.30,6.08,6.30,6.06
6.14,6.24,6.34,6.14
6.27,6.63,6.64,6.27
6.66,6.91,6.99,6.66
7.20,7.19,7.39,6.93
7.25,7.53,7.54,7.25
7.56,7.17,7.58,7.06
7.20,7.40,7.50,7.09
7.35,7.12,7.35,7.10
7.07,7.00,7.15,6.80
7.12,6.92,7.12,6.92
6.90,7.08,7.10,6.90
7.11,7.19,7.25,7.05
7.20,7.49,7.56,7.19
7.50,7.20,7.53,7.06
7.22,7.09,7.35,7.05
7.10,7.28,7.35,7.10
7.31,7.46,7.67,7.25
7.49,7.26,7.59,7.22
7.19,7.21,7.28,7.12
7.11,7.12,7.24,6.98
7.13,7.22,7.36,7.13
7.22,7.46,7.47,7.17
7.49,7.45,7.57,7.37
7.50,7.58,7.60,7.43
7.54,7.48,7.63,7.41
7.43,7.03,7.49,7.01
7.05,7.01,7.11,6.78
7.12,7.12,7.29,7.08
7.07,7.07,7.18,6.98
7.02,7.21,7.31,6.98
7.29,7.26,7.45,7.21
7.26,7.42,7.48,7.26
7.45,7.52,7.61,7.42
7.61,7.78,7.83,7.50
7.79,7.33,7.80,7.31
7.24,7.29,7.42,7.21
7.24,7.26,7.33,7.19
7.29,7.04,7.29,7.04
7.04,7.27,7.29,7.04
7.25,7.19,7.27,7.15
7.20,7.21,7.25,7.16
7.20,7.15,7.20,7.05
7.08,7.08,7.21,7.04
7.16,7.40,7.41,7.16
7.46,7.41,7.50,7.25
7.45,7.72,7.75,7.35
7.75,7.61,7.75,7.45
7.59,7.30,7.60,7.26
7.25,7.49,7.56,7.25
7.46,7.69,7.71,7.37
7.73,7.54,7.73,7.49
7.66,7.93,7.94,7.46
7.91,7.90,7.97,7.75
7.97,8.15,8.22,7.92
8.17,7.75,8.19,7.68
7.68,7.49,7.73,7.46
7.49,7.43,7.59,7.37
7.51,7.50,7.59,7.45
7.50,7.67,7.69,7.45
7.68,7.88,7.95,7.57
7.85,7.70,7.88,7.68
7.76,7.64,7.90,7.64
7.87,7.74,7.90,7.68
7.78,7.78,7.95,7.71
7.79,7.76,7.83,7.61
7.74,7.88,7.93,7.65
7.97,8.64,8.74,7.97
8.64,8.55,8.85,8.42
8.58,8.61,8.74,8.22
8.45,8.56,8.60,8.32
8.60,8.63,8.72,8.55
8.63,8.71,8.84,8.63
8.77,9.42,9.44,8.75
9.40,9.06,9.46,9.05
9.05,9.16,9.18,8.88
9.15,9.13,9.42,9.00
9.14,9.38,9.55,9.13
9.47,9.86,10.09,9.47
9.98,10.44,10.60,9.94
10.44,10.29,10.60,10.27
10.31,11.41,11.66,10.31
11.70,11.26,11.73,11.11
11.26,10.99,11.27,10.62
11.07,11.16,11.25,11.02
11.10,10.65,11.10,10.41
10.65,10.43,10.88,10.11
10.40,10.08,10.50,9.58
10.01,9.92,10.22,9.75
9.92,10.04,10.19,9.82
10.00,9.69,10.04,9.39
9.60,9.01,9.60,8.90
8.92,8.88,9.24,8.58
8.86,9.25,9.38,8.75
9.25,9.79,9.86,9.25
9.81,9.80,9.94,9.54
9.80,9.50,9.94,9.47
9.50,9.65,9.73,9.42
9.71,9.67,9.83,9.45
9.59,9.20,9.67,9.05
9.10,8.70,9.10,8.53
8.74,8.98,9.11,8.71
9.01,9.44,9.46,9.00
9.30,9.37,9.63,8.88
9.40,9.32,9.68,9.26
9.22,9.48,9.61,9.10
9.52,8.93,9.78,8.82
8.99,9.12,9.17,8.90
9.13,9.46,9.69,8.81
9.47,9.67,9.87,9.40
9.89,9.91,10.10,9.83
9.97,9.88,9.98,9.67
9.82,9.98,10.10,9.65
10.04,10.16,10.39,9.93
10.07,10.02,10.18,9.96
10.02,10.14,10.38,10.02
10.14,9.88,10.33,9.70
9.63,8.72,9.81,8.62
8.69,9.14,9.54,8.53
9.19,9.06,9.32,9.04
9.08,9.26,9.58,9.08
9.24,9.20,9.36,9.05
9.31,9.41,9.52,9.15
9.45,9.54,9.62,9.39
9.50,9.59,9.85,9.46
9.51,9.86,9.99,9.43
10.00,10.39,10.50,9.96
10.51,10.89,10.90,10.45
11.40,11.49,12.12,11.30
11.51,11.43,11.66,11.12
11.33,11.23,11.35,11.07
11.20,10.91,11.37,10.81
10.74,10.64,10.76,10.36
10.60,10.13,10.77,9.99
9.98,10.10,10.25,9.95
10.21,10.03,10.39,9.87
9.88,10.19,10.21,9.82
10.12,9.96,10.40,9.87
9.88,9.76,10.04,9.73
9.94,9.81,10.04,9.81
9.80,9.54,9.80,9.26
9.54,9.65,9.87,9.54
9.70,9.20,9.82,9.18
9.12,9.26,9.49,9.11
9.33,9.65,9.74,9.33
9.75,9.85,10.00,9.69
9.83,9.99,10.00,9.81
9.99,9.83,10.16,9.73
9.83,9.19,10.00,9.18
9.30,9.12,9.56,8.92
9.14,8.83,9.15,8.69
8.86,8.91,9.03,8.75
9.03,8.94,9.05,8.75
8.94,8.64,8.95,8.46
8.57,8.39,8.62,8.29
8.50,8.20,8.54,8.11
8.18,8.28,8.33,8.11
8.38,8.32,8.48,8.18
8.32,8.51,8.54,8.25
8.51,8.61,8.64,8.44
8.65,8.48,8.80,8.44
8.52,8.53,8.64,8.49
8.57,8.41,8.66,8.36
8.39,8.26,8.47,8.23
8.25,7.78,8.33,7.65
7.81,7.55,7.94,7.53
7.58,7.87,7.90,7.52
7.93,8.17,8.32,7.87
8.16,8.43,8.54,8.12
8.41,8.32,8.56,8.26
8.28,8.05,8.48,8.04
8.12,7.97,8.16,7.90
7.95,7.77,8.09,7.73
7.78,8.04,8.07,7.72
8.12,8.35,8.40,8.12
8.36,8.51,8.71,8.34
8.51,8.52,8.73,8.48
8.47,8.45,8.62,8.23
8.34,8.31,8.49,8.18
8.30,8.38,8.55,8.28
8.35,8.30,8.43,8.07
8.45,8.61,8.90,8.41
8.64,8.76,8.90,8.49
8.80,9.18,9.27,8.73
9.23,9.22,9.50,9.16
9.35,9.05,9.35,9.03
9.01,9.07,9.12,8.87
9.03,9.05,9.08,8.96
8.99,9.00,9.09,8.92
8.92,9.23,9.24,8.92
9.03,9.31,9.40,8.99
9.34,9.59,9.64,9.34
9.57,9.45,9.60,9.24
9.42,9.45,9.51,9.37
9.36,9.48,9.57,9.35
9.48,9.75,9.79,9.43
9.79,9.90,10.15,9.77
9.88,9.86,10.05,9.73
9.82,10.36,10.36,9.81
10.33,10.50,10.55,10.30
10.57,10.30,10.58,10.22
10.32,10.30,10.44,10.24
10.30,10.37,10.38,10.15
10.39,10.43,10.50,10.34
10.42,9.84,10.44,9.83
9.82,10.06,10.10,9.75
10.07,10.04,10.13,9.91
10.04,9.93,10.13,9.89
9.87,10.12,10.19,9.75
10.14,10.18,10.27,10.07
10.15,9.97,10.26,9.92
9.98,9.92,10.02,9.89
9.87,9.47,9.95,9.39
9.45,9.13,9.46,9.01
9.18,9.11,9.24,9.09
9.00,8.96,9.10,8.80
8.97,8.89,9.06,8.75
8.95,8.87,9.02,8.76
8.86,8.60,8.92,8.56
8.52,8.61,8.69,8.48
8.52,8.52,8.68,8.46
8.50,8.59,8.65,8.47
8.53,8.57,8.61,8.43
8.63,8.67,8.76,8.58
8.65,8.33,8.65,8.33
8.31,8.43,8.53,8.25
8.35,8.12,8.43,8.09
8.10,8.14,8.40,8.07
8.13,8.04,8.19,7.90
8.13,8.20,8.21,8.04
8.11,7.97,8.20,7.90
7.94,7.73,8.02,7.60
7.73,7.66,7.77,7.46
7.60,7.45,7.70,7.40
7.43,7.78,7.84,7.41
7.84,7.77,8.02,7.70
7.76,7.87,7.88,7.75
7.92,8.17,8.22,7.92
8.20,8.24,8.27,8.08
8.27,8.42,8.44,8.24
8.38,8.76,9.06,8.32
8.85,8.84,9.05,8.62
8.91,9.22,9.22,8.91
9.17,9.15,9.29,9.07
9.12,9.17,9.25,9.03
9.33,9.51,9.59,9.29
9.50,9.43,9.59,9.40
9.46,9.31,9.56,9.29
9.36,9.39,9.45,9.21
9.38,9.39,9.47,9.35
9.38,9.48,9.57,9.28
9.50,9.46,9.50,9.29
9.46,9.29,9.47,9.26
9.29,8.81,9.41,8.72
8.82,9.10,9.16,8.82
9.07,9.11,9.18,8.90
9.08,9.33,9.44,9.08
9.32,8.98,9.38,8.94
9.01,9.10,9.13,8.76
9.01,9.00,9.13,8.81
9.00,8.44,9.00,8.36
8.42,8.18,8.44,8.12
8.18,8.14,8.33,8.10
8.12,7.99,8.19,7.96
8.00,7.76,8.10,7.68
7.78,7.43,7.94,7.37
7.41,6.91,7.43,6.91
6.90,6.97,7.20,6.71
6.96,6.48,7.00,6.46
6.47,5.97,6.47,5.86
6.00,5.85,6.14,5.77
5.85,5.89,6.20,5.79
5.91,6.00,6.07,5.76
5.97,5.52,6.05,5.51
5.55,5.61,5.66,5.34
5.64,5.81,6.02,5.52
5.86,6.09,6.18,5.80
6.03,5.85,6.25,5.84
5.84,5.80,5.90,5.58
5.80,5.16,5.81,5.15
5.09,4.92,5.23,4.83
4.92,4.52,5.03,4.45
4.59,4.63,4.66,4.20
4.52,4.87,4.92,4.36
4.78,5.00,5.16,4.68
5.14,5.14,5.59,5.10
5.13,5.23,5.38,5.10
5.36,5.62,5.81,5.36
5.76,5.42,5.97,5.38
5.60,5.63,5.80,5.57
5.61,5.55,5.64,5.40
5.43,5.14,5.53,5.01
5.25,5.83,5.84,5.09
5.85,6.25,6.34,5.85
6.20,6.00,6.31,5.85
6.10,5.89,6.18,5.85
5.90,6.11,6.18,5.90
6.09,5.91,6.21,5.87
5.93,5.80,6.01,5.75
5.77,5.86,5.95,5.70
5.90,6.01,6.06,5.80
6.02,5.96,6.15,5.91
5.97,5.62,5.99,5.60
5.66,5.78,5.84,5.54
5.80,5.26,5.80,5.23
5.24,5.88,5.89,5.20
5.85,5.63,5.94,5.60
5.65,5.53,5.80,5.47
5.49,5.35,5.56,5.35
5.28,5.42,5.44,5.26
5.55,5.30,5.62,5.23
5.23,5.16,5.45,5.03
5.23,5.04,5.30,5.03
5.03,5.10,5.16,4.98
5.01,4.84,5.03,4.82
4.84,4.38,4.84,4.35
4.40,4.34,4.51,4.33
4.36,4.60,4.75,4.29
4.59,4.39,4.62,4.37
4.40,4.55,4.65,4.34
4.50,3.91,4.54,3.86
3.78,4.10,4.14,3.73
4.10,3.86,4.10,3.85
3.91,3.85,4.03,3.85
3.83,3.73,3.86,3.67
3.78,3.64,3.85,3.50
3.62,3.61,3.89,3.59
3.63,3.74,3.75,3.56
3.81,3.78,3.88,3.69
3.76,4.18,4.19,3.62
4.16,3.93,4.18,3.89
3.97,4.07,4.10,3.90
4.05,4.06,4.08,3.94
4.08,4.17,4.20,4.05
4.19,4.03,4.19,3.95
4.02,3.98,4.05,3.95
4.00,4.11,4.14,3.91
4.15,4.09,4.23,4.05
4.06,3.88,4.09,3.87
3.92,4.05,4.09,3.87
4.13,3.93,4.14,3.90
4.00,4.37,4.45,3.98
4.38,4.13,4.41,4.10
4.17,4.16,4.21,3.96
4.26,4.02,4.30,3.95
3.95,4.03,4.03,3.82
4.06,3.88,4.12,3.86
3.86,4.03,4.04,3.85
4.05,3.90,4.10,3.83
3.90,4.00,4.08,3.85
4.00,3.97,4.01,3.85
3.94,3.96,4.00,3.87
4.06,4.02,4.08,3.90
3.99,3.96,4.02,3.90
3.97,3.70,3.98,3.70
3.70,3.70,3.70,3.55
3.63,3.63,3.69,3.56
3.64,3.87,3.88,3.61
3.92,4.12,4.18,3.90
4.19,4.23,4.32,4.05
4.31,4.51,4.52,4.27
4.64,4.28,4.64,4.23
4.24,4.27,4.40,4.18
4.30,4.08,4.34,4.01
4.03,3.96,4.08,3.89
4.04,3.93,4.19,3.91
3.95,4.12,4.12,3.95
4.09,4.08,4.10,4.00
4.08,4.09,4.10,4.00
4.07,4.21,4.25,4.01
4.23,4.32,4.33,4.16
4.28,4.12,4.29,4.04
4.15,4.16,4.20,4.02
4.16,4.41,4.43,4.11
4.41,4.59,4.68,4.37
4.60,4.35,4.60,4.34
4.35,4.42,4.50,4.30
4.44,4.50,4.59,4.40
4.50,4.56,4.60,4.41
4.57,4.38,4.59,4.37
4.34,4.25,4.46,4.24
4.26,4.11,4.27,4.08
4.09,3.97,4.11,3.93
4.01,4.07,4.08,3.87
4.08,4.16,4.18,4.08
4.13,4.29,4.31,4.13
4.31,4.18,4.31,4.01
4.17,4.33,4.37,4.13
4.25,4.30,4.38,4.20
4.26,4.56,4.61,4.26
4.60,4.50,4.62,4.42
4.47,4.49,4.52,4.42
4.45,4.43,4.48,4.33
4.45,4.31,4.46,4.26
4.27,4.21,4.42,4.17
4.20,4.25,4.34,4.16
4.25,4.22,4.32,4.19
4.19,4.18,4.20,4.10
4.12,4.17,4.17,4.06
4.14,4.11,4.17,4.03
4.10,4.20,4.24,4.07
4.21,4.08,4.31,4.00
4.10,4.07,4.16,4.05
4.09,4.07,4.18,4.04
4.10,4.08,4.14,4.04
4.10,4.06,4.19,4.06
4.10,4.07,4.12,4.05
4.05,4.08,4.12,4.05
4.09,4.08,4.15,4.08
4.07,4.02,4.10,3.91
4.02,3.99,4.07,3.96
3.98,3.93,4.03,3.87
3.95,3.91,4.00,3.88
3.90,3.95,3.99,3.90
3.95,3.98,4.04,3.92
3.96,3.90,3.99,3.88
3.89,3.98,3.98,3.87
3.92,3.88,4.00,3.84
3.88,3.79,3.88,3.75
3.80,3.80,3.85,3.80
3.80,3.79,3.91,3.77
3.80,3.76,3.85,3.73
3.80,3.71,3.83,3.69
3.70,3.68,3.70,3.65
3.74,3.73,3.76,3.70
3.78,3.75,3.84,3.74
3.76,3.70,3.79,3.68
3.77,3.77,3.93,3.75
3.81,3.80,3.87,3.75
3.78,3.66,3.79,3.56
3.67,3.58,3.70,3.55
3.58,3.53,3.61,3.50
3.55,3.53,3.58,3.50
3.63,3.51,3.63,3.48
3.58,3.56,3.58,3.49
3.55,3.48,3.56,3.41
3.46,3.40,3.51,3.37
3.37,3.39,3.48,3.30
3.36,3.42,3.44,3.31
3.42,3.59,3.60,3.37
3.58,3.65,3.69,3.52
3.63,3.62,3.70,3.57
3.57,3.53,3.63,3.50
3.50,3.62,3.64,3.50
3.61,3.61,3.69,3.57
3.59,3.51,3.63,3.48
3.51,3.55,3.59,3.50
3.54,3.51,3.60,3.46
3.52,3.63,3.63,3.50
3.59,3.73,3.75,3.54
3.69,3.66,3.73,3.56
3.68,3.71,3.79,3.66
3.75,3.85,3.87,3.72
3.89,3.85,3.91,3.82
3.89,3.77,3.91,3.76
3.77,3.81,3.81,3.72
3.81,3.86,3.90,3.80
3.89,3.85,3.97,3.82
3.87,3.96,3.96,3.84
3.93,3.78,3.93,3.73
3.79,3.72,3.88,3.67
3.75,3.72,3.91,3.68
3.71,3.64,3.75,3.53
3.56,3.47,3.60,3.37
3.47,3.53,3.55,3.34
3.50,3.41,3.55,3.38
3.45,3.45,3.50,3.39
3.52,3.69,3.70,3.47
3.78,3.95,4.03,3.73
3.96,3.90,4.00,3.86
3.92,3.91,3.96,3.87
3.91,4.03,4.06,3.90
4.05,4.33,4.46,4.05
4.35,4.35,4.46,4.27
4.36,4.36,4.51,4.30
4.37,4.18,4.45,4.17
4.17,4.01,4.21,3.97
4.00,3.94,4.03,3.84
3.87,3.78,3.94,3.75
3.80,3.69,3.81,3.62
3.67,3.80,3.83,3.67
3.75,3.70,3.85,3.60
3.72,3.70,3.72,3.60
3.71,3.69,3.94,3.64
3.70,3.56,3.71,3.52
3.60,3.61,3.67,3.55
3.60,3.61,3.67,3.51
3.62,3.60,3.75,3.56
3.59,3.66,3.68,3.57
3.65,3.54,3.67,3.51
3.51,3.45,3.51,3.37
3.45,3.35,3.47,3.31
3.38,3.42,3.45,3.33
3.42,3.44,3.45,3.35
3.44,3.34,3.45,3.31
3.32,3.18,3.35,3.15
3.18,2.91,3.24,2.80
2.80,2.92,2.97,2.79
2.82,2.75,2.87,2.48
3.00,2.84,3.00,2.72
2.90,2.64,2.91,2.58
2.64,2.73,2.73,2.61
2.74,2.76,2.83,2.72
2.79,2.81,2.85,2.68
2.80,2.71,2.80,2.68
2.73,2.75,2.76,2.68
2.80,2.76,2.85,2.73
2.68,2.73,2.78,2.66
2.72,2.76,2.81,2.72
2.77,2.73,2.82,2.73
2.70,2.73,2.75,2.62
2.69,2.63,2.69,2.60
2.65,2.60,2.65,2.55
2.55,2.75,2.77,2.54
2.70,2.77,2.82,2.70
2.79,2.88,2.99,2.76
2.90,2.82,2.94,2.77
2.81,2.79,2.93,2.75
2.75,2.66,2.78,2.65
2.67,2.59,2.70,2.58
2.56,2.60,2.60,2.55
2.69,2.64,2.72,2.55
2.66,2.57,2.66,2.50
2.55,2.55,2.66,2.52
2.55,2.49,2.59,2.42
2.50,2.43,2.56,2.43
2.43,2.47,2.49,2.39
2.51,2.90,2.92,2.47
2.89,2.97,3.05,2.82
2.97,3.18,3.26,2.97
3.13,3.07,3.23,3.05
3.08,3.05,3.15,3.03
3.03,2.91,3.08,2.85
2.90,2.71,2.95,2.71
2.70,2.79,2.84,2.70
2.82,2.74,2.84,2.65
2.77,2.66,2.81,2.63
2.70,2.56,2.70,2.53
2.57,2.57,2.59,2.53
2.61,2.49,2.61,2.49
2.47,2.44,2.55,2.42
2.48,2.44,2.49,2.37
2.44,2.27,2.44,2.24
2.27,2.09,2.28,2.00
2.09,2.11,2.16,2.04
2.11,2.03,2.16,2.03
2.02,2.11,2.14,1.98
2.13,2.09,2.15,1.98
2.02,2.00,2.06,1.95
2.02,1.95,2.02,1.95
1.95,1.81,1.95,1.75
1.80,1.81,1.82,1.72
1.77,1.80,1.83,1.75
1.83,1.75,1.86,1.75
1.75,1.70,1.77,1.70
1.77,1.89,1.98,1.72
1.87,1.90,1.96,1.84
1.87,1.77,1.90,1.74
1.76,1.72,1.77,1.70
1.76,1.72,1.77,1.72
1.75,1.70,1.78,1.69
1.74,1.46,1.74,1.42
1.45,1.37,1.57,1.13
1.37,1.50,1.50,1.27
1.51,1.54,1.54,1.45
1.54,1.56,1.57,1.50
1.54,1.59,1.61,1.53
1.59,1.46,1.63,1.45
1.46,1.45,1.48,1.44
1.47,1.45,1.49,1.45
1.45,1.49,1.50,1.27
1.44,1.16,1.47,1.16
1.16,1.20,1.24,1.13
1.21,1.21,1.27,1.19
1.19,1.20,1.23,1.18
1.17,1.20,1.24,1.17
1.19,1.20,1.21,1.19
1.20,1.21,1.21,1.20
1.22,1.25,1.25,1.21
1.24,1.20,1.25,1.20
1.23,1.34,1.34,1.22
1.25,1.28,1.35,1.25
1.27,1.36,1.37,1.27
1.36,1.59,1.60,1.36
1.59,1.74,1.75,1.57
1.74,1.65,1.74,1.62
1.63,1.55,1.71,1.50
1.53,1.65,1.66,1.50
1.61,1.75,1.79,1.60
1.75,1.65,1.75,1.59
1.63,1.50,1.66,1.50
1.44,1.35,1.45,1.33
1.23,1.09,1.26,1.07
1.09,0.99,1.12,0.98
1.03,0.79,1.05,0.74
0.88,0.74,0.88,0.71
0.74,0.72,0.78,0.72
0.75,0.89,0.94,0.73
0.87,0.86,0.87,0.76
0.91,0.84,0.93,0.80
0.85,0.79,0.85,0.69
0.84,0.85,0.90,0.84
0.90,1.10,1.11,0.89
1.12,1.00,1.15,1.00
1.00,0.87,1.03,0.85
0.91,0.91,0.98,0.87
1.05,0.87,1.05,0.81
0.88,0.97,0.98,0.88
0.97,0.90,0.97,0.87
0.93,0.88,0.94,0.87
0.88,0.86,0.93,0.82
0.85,0.84,1.00,0.82
0.85,0.84,0.92,0.83
0.83,0.81,0.86,0.79
0.80,0.80,0.81,0.74
0.84,0.82,0.88,0.74
0.79,0.79,0.85,0.68
0.83,0.83,0.84,0.78
0.83,0.90,0.94,0.82
0.91,0.95,0.96,0.86
0.95,0.86,0.95,0.84
0.89,0.82,0.89,0.78
0.79,0.81,0.86,0.78
0.84,0.80,0.84,0.80
0.80,0.80,0.81,0.75
0.77,0.74,0.79,0.70
0.74,0.82,0.85,0.74
0.80,0.83,0.85,0.78
0.80,0.83,0.89,0.80
0.83,0.83,0.86,0.81
0.84,0.94,0.94,0.84
0.98,1.25,1.25,0.98
1.30,1.58,1.65,1.28
1.56,1.31,1.67,1.28
1.32,1.33,1.37,1.20
1.36,1.30,1.36,1.13
1.30,1.36,1.36,1.27
1.34,1.43,1.52,1.34
1.34,1.39,1.42,1.28
1.36,1.45,1.46,1.31
1.49,1.46,1.50,1.42
1.53,1.65,1.65,1.46
1.65,1.57,1.65,1.51
1.56,1.42,1.56,1.42
1.36,1.29,1.40,1.27
1.25,1.18,1.26,1.12
1.18,1.12,1.20,1.10
1.09,1.12,1.13,1.04
1.19,1.19,1.25,1.12
1.19,1.13,1.26,1.10
1.15,1.14,1.21,1.12
1.15,1.12,1.25,1.12
1.10,1.08,1.11,1.06
1.10,1.13,1.19,1.05
1.13,1.24,1.25,1.10
1.26,1.34,1.35,1.26
1.40,1.47,1.49,1.38
1.48,1.30,1.48,1.25
1.32,1.42,1.48,1.32
1.48,1.31,1.48,1.30
1.31,1.39,1.44,1.29
1.42,1.43,1.43,1.34
1.45,1.51,1.54,1.45
1.52,1.62,1.64,1.48
1.64,1.55,1.66,1.38
1.52,1.59,1.61,1.52
1.60,1.57,1.62,1.53
1.49,1.47,1.53,1.42
1.42,1.30,1.47,1.28
1.29,1.19,1.30,1.18
1.22,1.17,1.22,1.13
1.16,1.00,1.16,0.99
0.99,0.93,1.00,0.86
0.94,0.93,1.02,0.93
0.95,0.87,0.98,0.86
0.90,0.88,1.01,0.85
0.91,0.83,0.91,0.81
0.81,0.88,0.90,0.81
0.89,0.86,0.91,0.86
0.87,0.80,0.90,0.78
0.80,0.79,0.90,0.75
0.81,0.85,0.87,0.80
0.85,0.83,0.87,0.81
0.83,0.78,0.83,0.75
0.78,0.75,0.81,0.75
0.77,0.72,0.79,0.70
0.71,0.71,0.76,0.68
0.73,0.64,0.73,0.57
0.71,0.97,0.98,0.71
1.03,1.01,1.10,0.90
0.99,1.05,1.08,0.96
1.05,1.11,1.12,1.04
1.08,1.14,1.15,1.02
1.10,1.09,1.17,1.06
1.09,1.08,1.12,1.05
1.08,1.06,1.12,1.06
1.06,1.11,1.15,1.06
1.13,1.09,1.13,1.07
1.10,1.10,1.10,1.05
1.10,1.02,1.10,1.02
1.00,0.92,1.02,0.90
0.95,0.96,0.97,0.94
0.98,0.95,1.00,0.91
0.95,0.94,0.97,0.91
0.95,0.99,1.04,0.94
1.02,0.99,1.07,0.98
0.97,0.92,1.02,0.91
0.90,0.90,0.93,0.90
0.92,0.96,0.98,0.91
0.92,0.83,0.93,0.83
0.81,0.70,0.84,0.70
0.73,0.79,0.88,0.73
0.88,0.82,0.90,0.82
0.85,0.81,0.88,0.81
0.84,0.89,0.92,0.84
0.88,0.82,0.88,0.80
0.84,0.82,0.85,0.79
0.80,0.82,0.88,0.80
0.86,0.88,0.90,0.83
0.90,0.88,0.95,0.85
0.89,0.94,0.96,0.89
0.98,1.04,1.10,0.96
1.05,1.00,1.09,0.97
1.00,0.98,1.01,0.92
0.96,1.02,1.05,0.92
1.00,1.02,1.05,1.00
1.01,1.02,1.04,0.97
1.03,1.18,1.27,1.02
1.18,1.19,1.21,1.14
1.20,1.08,1.22,1.08
1.11,1.09,1.11,1.08
1.07,1.03,1.15,1.03
1.01,0.94,1.06,0.90
0.92,0.94,0.99,0.92
1.00,0.94,1.00,0.91
0.96,0.96,1.03,0.92
0.95,1.02,1.03,0.95
1.03,1.05,1.06,1.01
1.06,1.08,1.10,1.05
1.10,1.12,1.13,1.08
1.14,1.06,1.14,1.06
1.05,1.03,1.09,1.02
1.04,1.01,1.04,1.01
1.01,1.03,1.06,1.01
1.04,1.06,1.09,1.04
1.03,1.03,1.07,1.03
1.03,1.00,1.03,1.00
1.02,1.05,1.06,1.00
1.05,1.03,1.06,1.02
1.01,1.02,1.02,0.98
1.02,1.04,1.05,1.01
1.03,1.03,1.05,1.02
0.99,0.97,1.01,0.86
0.99,0.97,1.02,0.96
0.96,1.01,1.01,0.96
1.01,1.00,1.02,0.98
1.01,1.00,1.01,0.98
1.00,1.00,1.05,0.98
1.00,1.03,1.03,1.00
1.03,1.04,1.04,1.01
1.02,1.10,1.10,1.02
1.07,1.15,1.17,1.07
1.16,1.10,1.17,1.06
1.07,1.13,1.17,1.06
1.12,1.05,1.13,1.05
1.05,1.05,1.08,1.02
1.05,1.09,1.10,1.05
1.09,1.17,1.17,1.08
1.17,1.11,1.21,1.10
1.11,1.13,1.20,1.11
1.13,1.15,1.18,1.12
1.17,1.33,1.40,1.17
1.34,1.25,1.42,1.21
1.23,1.18,1.25,1.18
1.15,1.18,1.20,1.13
1.19,1.25,1.27,1.15
1.25,1.17,1.26,1.16
1.19,1.21,1.22,1.17
1.23,1.25,1.26,1.19
1.26,1.22,1.29,1.20
1.23,1.22,1.28,1.21
1.23,1.18,1.25,1.16
1.19,1.16,1.21,1.15
1.17,1.18,1.18,1.17
1.16,1.10,1.18,1.09
1.10,1.11,1.17,1.10
1.12,1.07,1.12,1.06
1.08,1.10,1.12,1.07
1.09,1.14,1.14,1.08
1.14,1.20,1.25,1.12
1.22,1.16,1.25,1.12
1.14,1.18,1.19,1.13
1.16,1.18,1.19,1.15
1.16,1.20,1.20,1.15
1.18,1.18,1.25,1.17
1.17,1.16,1.23,1.16
1.18,1.15,1.18,1.13
1.13,1.09,1.17,1.08
1.10,1.06,1.12,1.05
1.06,1.06,1.14,1.05
1.06,1.02,1.10,1.01
1.01,1.00,1.04,1.00
1.00,1.02,1.03,1.00
1.03,1.04,1.08,1.03
1.04,1.04,1.10,1.01
1.01,1.07,1.09,1.00
1.05,1.22,1.27,1.05
1.25,1.52,1.53,1.22
1.54,1.67,1.74,1.52
1.83,1.79,1.97,1.68
2.03,1.73,2.40,1.72
2.03,1.73,2.11,1.39
1.70,1.68,1.83,1.65
1.70,1.65,1.85,1.61
1.74,1.56,1.81,1.38
1.43,1.68,1.74,1.43
1.68,1.64,1.71,1.61
1.62,1.69,1.71,1.56
1.69,1.68,1.71,1.63
