NVCN,Neovasc Inc. - Common Shares,NASDAQ
0.76,0.76,0.76,0.76
0.76,0.76,0.76,0.76
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.87,0.87,0.87,0.87
0.91,0.91,0.91,0.91
0.97,0.98,0.98,0.97
0.98,0.98,0.98,0.98
0.98,0.98,0.98,0.98
0.95,0.97,0.97,0.95
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.96,0.96,0.96,0.96
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.95
0.97,0.97,0.97,0.97
0.98,0.98,0.98,0.98
0.98,0.98,0.98,0.98
0.98,0.98,0.98,0.98
0.98,0.98,0.98,0.98
1.19,1.19,1.19,1.19
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.01,0.95,1.01,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
1.08,1.16,1.16,1.08
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.05,1.05,1.05,1.05
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.11,1.20,1.20,1.11
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.04,0.78,1.04,0.78
0.78,0.78,0.78,0.78
0.78,0.78,0.78,0.78
0.78,0.78,0.78,0.78
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.03,1.03,1.03,1.03
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
0.98,0.98,0.98,0.98
0.98,0.98,0.98,0.98
0.93,0.80,0.93,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.99,0.99,0.99,0.99
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.01,1.01,1.01,1.01
1.03,1.04,1.04,1.03
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
0.98,0.98,0.98,0.98
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.99,2.00,2.04,1.99
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.44,1.29,1.45,1.29
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.41,1.35,1.41,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.71,1.71,1.71,1.71
1.69,1.58,1.69,1.58
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.61,1.68,1.68,1.61
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.74,1.74,1.74,1.74
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.40,1.40,1.40,1.40
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.50,1.50,1.50,1.50
1.49,1.47,1.52,1.47
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.46,1.46,1.46,1.46
1.46,1.46,1.46,1.46
1.46,1.43,1.46,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.47,1.47,1.47,1.47
1.47,1.43,1.47,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.35,1.35,1.35,1.33
1.35,1.33,1.35,1.33
1.33,1.33,1.33,1.33
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.20,0.94,1.20,0.94
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
1.25,1.25,1.25,1.25
1.26,1.24,1.26,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.31,1.32,1.32,1.31
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.35,1.34,1.36,1.30
1.34,1.34,1.34,1.34
1.33,1.33,1.33,1.33
1.33,1.33,1.33,1.33
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.39,1.43,1.43,1.39
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.52,1.52,1.59,1.50
1.52,1.52,1.52,1.52
1.52,1.52,1.52,1.52
1.64,1.62,1.64,1.62
1.62,1.62,1.62,1.62
1.62,1.62,1.62,1.62
1.45,1.40,1.45,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.41,1.43,1.43,1.41
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.41,1.41,1.41,1.41
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.39,1.39,1.39,1.39
1.39,1.39,1.39,1.39
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.39,1.39,1.39,1.39
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.69,1.69,1.69,1.69
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.82,1.81,1.82,1.81
1.81,1.81,1.81,1.81
1.79,1.79,1.80,1.79
1.79,1.79,1.79,1.79
1.79,1.79,1.79,1.79
1.79,1.79,1.79,1.79
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.91,1.90,1.93,1.90
1.90,1.90,1.90,1.90
1.92,1.90,1.92,1.90
1.99,1.92,1.99,1.92
2.01,2.01,2.01,2.01
2.07,2.01,2.16,1.99
2.01,2.01,2.01,2.01
3.98,2.45,3.98,2.45
2.45,2.45,2.45,2.45
2.45,2.45,2.45,2.45
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.35,2.39,2.39,2.35
2.39,2.39,2.39,2.39
2.39,2.39,2.39,2.39
2.39,2.39,2.39,2.39
2.39,2.39,2.39,2.39
2.39,2.39,2.39,2.39
2.46,2.46,2.46,2.46
2.46,2.46,2.46,2.46
2.46,2.46,2.46,2.46
2.46,2.46,2.46,2.46
2.46,2.46,2.46,2.46
2.46,2.46,2.46,2.46
2.46,2.46,2.46,2.46
2.46,2.46,2.46,2.46
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.46,2.40,2.46,2.40
2.40,2.40,2.40,2.40
2.41,2.43,2.43,2.40
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.41,2.42,2.42,2.40
2.42,2.42,2.42,2.42
2.42,2.42,2.42,2.42
2.42,2.42,2.42,2.42
2.40,2.40,2.40,2.40
2.31,2.29,2.31,2.29
2.29,2.29,2.29,2.29
2.29,2.29,2.29,2.29
2.29,2.29,2.29,2.29
2.29,2.29,2.29,2.29
2.29,2.29,2.29,2.29
2.29,2.29,2.29,2.29
2.29,2.29,2.29,2.29
2.29,2.29,2.29,2.29
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.39,2.39,2.39,2.39
2.39,2.39,2.39,2.39
2.39,2.39,2.39,2.39
2.39,2.39,2.39,2.39
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.47,2.50,2.40
2.47,2.47,2.47,2.47
2.32,2.47,2.47,2.32
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.42,2.43,2.43,2.42
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.45,2.46,2.43
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.44,2.44,2.44,2.44
2.44,2.44,2.44,2.44
2.44,2.44,2.44,2.44
2.59,2.59,2.59,2.59
2.68,2.67,2.68,2.67
2.67,2.69,2.69,2.66
2.77,2.87,2.87,2.77
