FNCX,Function(x) Inc. - Common Stock,NASDAQ
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.02,0.02,0.05,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.03,0.03,0.03,0.02
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.01,0.02,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.01,0.01,0.01,0.01
0.02,1.89,2.97,0.02
1.72,2.87,2.88,1.35
3.05,4.50,5.39,3.01
4.12,2.85,4.75,2.62
2.76,1.89,2.90,1.50
1.87,2.55,2.74,1.61
24.00,26.00,26.00,20.00
30.00,28.00,32.50,28.00
24.75,20.25,25.50,19.00
17.00,17.00,25.00,17.00
17.05,18.00,18.00,17.05
18.05,17.00,18.05,17.00
17.00,17.00,17.00,17.00
16.25,16.00,16.25,14.25
16.00,14.05,16.00,14.00
13.00,13.84,14.00,12.75
14.00,12.00,14.00,12.00
10.25,13.00,13.00,10.25
13.00,10.75,13.00,10.75
10.85,9.50,10.85,9.50
12.00,9.50,12.00,9.50
9.50,10.75,10.75,9.50
9.50,9.50,9.50,9.50
9.50,11.00,11.00,9.50
9.50,11.90,11.90,9.50
12.00,12.00,12.00,12.00
11.75,11.75,11.75,11.75
9.50,8.00,9.50,8.00
7.00,9.50,9.50,7.00
9.50,9.75,9.75,9.50
9.50,9.50,9.50,9.50
9.50,9.50,9.50,9.50
9.75,9.75,9.75,9.75
10.95,10.10,11.00,9.00
10.10,10.10,10.10,10.10
11.80,11.80,11.80,11.80
10.50,11.80,11.80,10.50
10.50,11.80,11.80,10.50
11.50,10.25,11.50,10.25
8.30,8.30,8.30,8.30
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
11.00,11.00,11.00,8.30
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.25,11.25,11.25,11.25
11.25,11.25,11.25,11.25
9.00,10.25,10.25,9.00
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.00,10.00,10.00,10.00
7.00,11.00,11.00,7.00
11.00,12.00,12.00,10.50
12.00,12.00,12.00,12.00
12.00,12.00,12.00,12.00
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
10.95,10.95,10.95,10.95
10.95,10.95,10.95,10.95
10.95,10.95,10.95,10.95
10.95,10.95,10.95,10.95
11.00,11.00,11.00,11.00
11.00,11.00,11.00,10.97
11.00,11.00,11.00,11.00
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.50,10.50,10.50,10.50
10.50,9.00,10.50,9.00
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
6.50,9.50,9.50,6.50
7.65,7.50,7.65,6.50
6.50,6.25,6.50,2.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,10.60,10.60,6.25
10.60,6.25,10.60,6.25
6.25,6.25,6.25,6.25
10.70,10.70,10.70,10.70
6.25,6.25,6.25,6.25
10.10,10.05,10.10,6.25
6.77,10.05,10.05,6.77
10.05,10.05,10.05,10.05
10.05,10.05,10.05,10.05
6.95,7.00,10.05,6.95
7.00,7.00,7.00,7.00
7.00,6.95,7.00,6.95
9.99,7.50,9.99,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.10,7.00,7.50,6.50
6.50,7.00,7.00,6.25
6.50,6.06,6.50,6.06
6.50,7.25,7.25,6.50
7.25,7.20,7.25,6.90
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.10,5.50,6.10,5.50
5.50,5.00,5.50,5.00
6.25,4.75,6.25,4.75
5.49,5.49,5.49,5.49
5.75,6.50,7.00,4.66
6.50,6.50,6.50,6.00
6.50,6.00,6.50,6.00
6.95,6.95,6.95,6.95
6.00,5.15,6.00,5.15
6.95,6.95,6.95,6.95
7.90,6.95,8.00,6.95
6.95,6.95,6.95,6.95
6.95,6.95,6.95,6.95
6.95,6.95,6.95,6.95
6.95,6.50,6.95,6.05
6.05,6.05,6.05,6.05
6.05,6.00,6.05,6.00
6.95,6.95,6.95,6.95
6.95,6.95,6.95,6.95
6.00,6.00,6.00,6.00
6.95,6.85,6.95,6.85
6.85,6.85,6.85,6.85
6.50,6.50,6.50,6.50
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.95,6.75,6.95,6.75
6.50,6.75,6.75,6.50
6.00,6.00,6.00,6.00
6.75,8.00,8.00,6.75
8.00,8.00,8.25,8.00
9.00,7.50,9.00,7.50
7.40,7.00,7.40,7.00
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.00,7.00,7.00,7.00
6.99,6.50,6.99,6.50
6.49,6.52,6.52,6.49
6.99,6.99,6.99,6.99
6.99,6.99,6.99,6.99
6.50,6.95,6.95,6.50
6.90,6.90,6.90,6.90
6.89,6.89,6.89,6.89
6.89,6.89,6.89,6.89
6.80,6.80,6.80,6.80
6.90,6.90,6.90,6.90
6.90,6.89,6.90,6.80
6.70,6.60,6.94,6.60
6.50,6.00,6.60,6.00
6.00,5.60,6.00,5.60
5.60,5.60,5.60,5.60
6.00,6.00,6.00,6.00
6.46,6.00,6.46,6.00
6.00,6.00,6.00,6.00
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
5.55,6.20,6.20,5.55
5.00,4.95,5.01,4.50
5.05,5.50,5.50,4.95
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.54,6.15,6.15,5.54
6.15,6.15,6.15,6.15
6.15,6.15,6.15,6.15
6.15,6.15,6.15,6.15
6.15,6.15,6.15,6.15
6.20,6.20,6.20,6.20
6.15,6.15,6.15,6.15
6.25,6.25,6.25,6.25
6.25,6.70,6.70,6.25
6.70,6.70,6.70,6.70
6.70,6.70,6.70,6.70
6.75,6.20,6.75,6.20
6.50,6.50,6.70,6.50
6.65,6.40,6.65,6.00
6.40,6.40,6.40,6.10
6.40,6.40,6.40,6.40
6.40,5.95,6.40,5.95
5.95,5.95,5.95,5.95
5.75,5.25,5.75,5.25
4.80,4.89,4.89,4.80
5.48,5.39,5.71,5.39
5.39,5.39,5.39,5.39
4.84,5.75,5.75,4.84
5.75,5.50,5.75,5.50
5.75,5.95,5.95,5.65
5.95,5.80,5.95,5.80
5.80,5.90,5.90,5.80
5.90,5.90,5.90,4.55
5.90,6.25,6.35,5.00
6.35,6.25,6.50,6.25
5.70,6.50,6.50,5.70
6.50,6.45,6.50,6.00
6.45,6.55,6.55,6.45
6.55,6.50,6.55,6.50
6.50,6.50,6.50,6.50
6.50,6.20,6.50,6.20
6.20,6.20,6.20,6.20
6.50,6.50,6.75,6.35
6.69,7.00,7.00,6.65
7.00,7.86,8.90,7.00
9.20,8.75,9.20,7.70
9.65,8.90,9.65,8.10
8.90,8.00,8.90,8.00
8.00,8.00,8.00,7.75
8.00,6.95,8.00,6.80
6.95,7.25,7.25,6.95
7.25,7.23,7.25,7.00
7.25,7.25,7.25,7.10
7.15,6.80,7.25,6.66
6.60,6.75,6.75,6.50
6.40,6.15,6.50,6.15
6.14,5.50,6.14,5.50
5.65,5.70,5.70,5.39
5.70,5.55,5.80,5.55
5.70,5.70,5.70,5.70
5.70,5.75,5.75,5.65
5.75,5.70,5.75,5.60
5.90,5.70,5.90,5.70
5.70,5.70,5.70,5.70
5.87,5.86,5.89,5.80
5.87,5.81,5.87,5.81
5.87,6.05,6.05,5.80
6.05,6.25,6.25,6.05
6.35,7.19,7.25,6.35
7.05,7.24,7.24,7.05
7.24,7.00,7.75,7.00
7.20,6.80,7.20,6.80
6.88,6.88,6.88,6.80
6.80,6.80,6.80,6.80
6.95,6.90,6.95,6.90
6.95,6.94,6.95,6.90
6.80,6.41,6.80,6.41
6.41,6.41,6.41,6.41
6.49,6.25,6.49,6.25
6.40,6.40,6.40,6.40
6.40,6.50,6.50,6.25
6.55,6.55,6.55,6.55
6.51,6.41,6.51,6.41
6.41,6.42,6.45,6.39
6.38,6.29,6.38,6.29
6.34,6.27,6.35,6.27
6.27,6.25,6.27,6.25
6.25,6.40,6.44,6.25
6.40,6.44,6.44,6.40
6.40,6.35,6.40,6.35
6.25,6.25,6.25,6.25
6.29,6.25,6.29,6.25
6.28,6.28,6.28,6.17
6.25,6.25,6.25,6.25
6.20,6.15,6.20,6.15
6.15,6.10,6.15,6.10
6.10,5.80,6.10,5.80
5.70,5.45,5.70,5.32
5.44,5.44,5.44,5.44
5.32,4.70,5.32,4.60
4.65,4.10,4.65,4.10
4.06,3.96,4.20,3.96
4.05,3.95,4.05,3.95
4.00,3.98,4.00,3.95
3.97,3.82,3.97,3.82
3.88,3.70,3.88,3.70
3.75,3.73,3.75,3.70
3.73,3.66,3.73,3.66
3.68,3.67,3.68,3.65
3.64,3.60,3.64,3.55
3.57,3.57,3.57,3.53
3.57,3.05,3.57,2.75
3.05,3.07,3.10,3.05
3.15,3.18,3.18,3.15
3.18,3.18,3.18,3.18
3.18,3.18,3.18,3.18
3.20,3.07,3.20,3.07
3.20,3.17,3.20,3.17
3.20,3.20,3.20,3.20
3.07,2.98,3.07,2.98
2.98,3.10,3.10,2.87
2.91,2.91,2.91,2.91
2.70,2.60,2.70,2.60
2.55,2.90,3.00,2.55
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.81,2.88,2.88,2.75
2.70,2.70,2.88,2.70
2.70,2.55,2.70,2.55
2.70,2.50,2.70,2.50
2.50,2.50,2.50,2.50
2.60,2.60,2.60,2.60
2.60,2.70,2.80,2.60
2.70,2.70,2.70,2.70
2.80,2.80,2.80,2.80
2.60,2.80,2.80,2.60
2.90,2.90,3.00,2.75
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.25,3.10,3.25,3.10
3.16,3.01,3.16,3.00
3.01,3.01,3.01,3.01
6.02,6.02,6.02,6.02
6.02,6.02,6.02,6.02
6.02,6.02,6.02,6.02
6.02,6.02,6.02,6.02
6.02,6.02,6.02,6.02
6.00,6.00,6.00,6.00
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
5.75,5.50,5.75,5.50
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.45,5.45,5.45,5.45
5.00,5.10,5.10,5.00
5.10,5.10,5.10,5.10
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.25,5.35,5.00
5.35,5.35,5.35,5.35
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
4.75,4.65,4.75,4.65
4.65,4.62,4.65,4.50
4.50,4.60,4.60,4.50
4.55,4.50,4.55,4.25
4.25,4.14,4.50,4.14
4.00,3.55,4.00,3.55
3.50,3.40,3.55,3.35
3.20,3.05,3.20,3.05
3.07,2.90,3.07,2.86
2.80,2.00,2.83,2.00
1.87,1.55,1.95,1.30
1.50,1.45,1.50,1.35
1.40,1.25,1.40,1.25
1.25,1.10,1.27,1.01
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.17,1.17,1.17,1.17
1.17,1.25,1.25,1.17
1.17,1.17,1.17,1.17
1.15,1.03,1.15,1.01
1.03,0.87,1.03,0.86
0.88,0.89,0.89,0.70
0.90,0.80,1.00,0.80
0.95,0.84,0.95,0.82
0.84,0.84,0.84,0.84
0.84,0.75,0.84,0.75
0.97,0.70,0.97,0.70
0.70,0.70,0.70,0.70
0.85,0.75,0.85,0.75
0.75,0.80,0.80,0.70
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.75
0.85,0.80,0.85,0.80
0.80,0.80,0.85,0.65
0.84,0.83,0.84,0.83
0.83,0.83,0.83,0.82
0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83
0.83,0.99,0.99,0.83
0.99,1.05,1.10,0.99
1.15,1.04,1.15,1.01
1.01,1.00,1.01,1.00
0.92,1.23,1.75,0.92
1.25,1.80,1.95,1.25
1.86,2.20,2.75,1.80
2.45,1.93,2.46,1.90
1.93,2.00,2.00,1.69
2.00,2.05,2.05,2.00
2.15,2.05,2.15,2.05
2.10,2.06,2.55,2.06
2.06,1.95,2.06,1.95
2.05,2.00,2.05,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.10,1.96,2.10,1.96
2.00,2.20,2.20,2.00
2.20,1.98,2.20,1.98
1.98,2.01,2.01,1.98
2.04,2.00,2.09,1.95
2.00,2.00,2.00,1.95
2.05,2.05,2.05,2.05
2.00,1.95,2.00,1.95
1.95,2.10,2.55,1.95
2.18,2.05,2.18,1.95
2.10,2.23,2.24,2.10
2.23,2.30,2.30,2.23
2.30,2.30,2.30,2.30
2.20,2.24,2.24,2.20
2.24,2.24,2.24,2.24
2.19,2.10,2.19,2.10
2.07,1.90,2.08,1.82
1.80,1.89,1.89,1.80
1.80,1.45,1.80,1.45
1.50,1.35,1.51,1.35
1.34,1.34,1.34,1.34
1.34,1.34,1.34,1.34
1.30,1.26,1.30,1.25
1.25,1.20,1.25,1.20
1.20,1.11,1.23,1.08
1.22,1.75,1.75,1.22
1.85,1.95,2.19,1.85
1.95,1.90,2.01,1.90
2.00,1.95,2.00,1.95
1.90,1.85,1.90,1.85
1.85,1.75,1.85,1.70
1.75,1.75,1.75,1.75
1.74,1.70,1.74,1.70
1.74,1.70,1.95,1.70
1.80,1.70,1.82,1.70
1.71,1.70,1.72,1.65
1.65,1.60,1.65,1.51
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.50,1.45,1.50,1.45
1.45,1.49,1.50,1.45
1.50,1.41,1.50,1.41
1.41,1.45,1.45,1.41
1.50,1.40,1.50,1.40
1.68,1.40,1.68,1.40
1.40,1.25,1.40,1.25
1.34,1.21,1.34,1.21
1.21,1.22,1.23,1.18
1.22,1.22,1.22,1.22
1.29,1.29,1.29,1.29
1.30,1.20,1.30,1.20
1.19,1.10,1.19,1.10
1.10,1.10,1.10,1.10
1.10,1.25,1.40,1.10
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.16,1.20,1.23,1.02
1.20,1.19,1.20,1.19
1.21,1.14,1.21,1.13
1.21,1.21,1.21,1.21
1.21,1.21,1.21,1.21
1.14,1.10,1.16,1.10
1.10,0.85,1.10,0.84
0.86,0.95,0.95,0.86
0.95,0.84,0.95,0.84
0.84,0.84,0.84,0.84
0.84,0.84,0.84,0.84
0.85,0.84,0.85,0.84
0.84,0.84,0.84,0.84
0.86,0.90,0.90,0.86
0.90,0.86,0.90,0.86
0.89,0.89,0.89,0.89
0.89,0.94,0.94,0.89
0.88,0.85,0.88,0.84
0.77,0.77,0.77,0.77
0.78,0.79,0.79,0.78
0.85,1.00,1.00,0.85
1.12,1.23,1.31,1.12
1.30,1.20,1.30,1.20
1.13,1.20,1.20,1.13
1.20,1.20,1.20,1.20
1.20,1.00,1.20,1.00
1.01,1.00,1.01,1.00
0.97,0.93,0.97,0.92
1.16,1.16,1.16,1.15
1.16,0.95,1.16,0.87
1.01,1.01,1.01,1.01
0.99,0.95,0.99,0.86
0.82,0.82,0.82,0.82
0.82,0.82,0.82,0.82
0.85,0.82,0.85,0.82
0.83,0.89,0.95,0.83
0.90,0.90,0.90,0.90
0.82,0.79,0.85,0.79
0.90,0.76,0.90,0.75
0.77,0.77,0.77,0.77
0.77,0.80,0.95,0.77
0.80,0.80,0.80,0.80
0.79,0.80,0.80,0.79
0.73,0.70,0.80,0.66
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.71,0.71,0.71,0.71
0.70,0.80,0.86,0.70
0.85,0.85,0.85,0.85
0.84,0.85,0.85,0.84
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.77,0.75,0.77,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.85,0.81,0.89,0.81
0.81,0.88,0.88,0.81
0.88,0.88,0.88,0.88
0.86,0.82,0.86,0.80
0.86,0.70,0.86,0.70
0.61,0.61,0.75,0.61
0.70,0.73,0.73,0.70
0.73,0.73,0.73,0.73
0.70,0.70,0.70,0.70
0.65,0.65,0.65,0.65
0.70,0.64,0.70,0.64
0.64,0.40,0.66,0.32
0.42,0.51,0.51,0.36
0.51,0.51,0.51,0.51
0.50,0.51,0.51,0.50
0.60,0.58,0.60,0.38
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.33,0.63,0.65,0.33
0.60,0.51,0.60,0.51
0.51,0.60,0.60,0.51
0.70,0.70,0.70,0.70
0.70,0.65,0.70,0.65
0.65,0.61,0.65,0.61
0.65,0.70,0.70,0.61
0.61,0.61,0.70,0.61
0.63,0.51,0.63,0.51
0.62,0.75,0.75,0.62
0.74,0.72,0.74,0.72
0.74,0.70,0.74,0.70
0.73,0.66,0.73,0.66
0.66,0.70,0.71,0.66
0.70,0.60,0.70,0.41
0.60,0.59,0.60,0.59
0.55,0.61,0.61,0.55
0.61,0.60,0.65,0.60
0.68,0.60,0.68,0.60
0.68,0.68,0.73,0.67
0.65,0.70,0.72,0.65
0.65,0.70,0.70,0.65
0.58,0.53,0.58,0.53
0.68,0.66,0.68,0.65
0.74,0.65,0.74,0.61
0.60,0.60,0.62,0.60
0.54,0.65,0.74,0.54
0.74,0.72,0.74,0.65
0.72,0.75,0.75,0.65
0.75,0.74,0.75,0.74
0.69,0.60,0.69,0.60
0.60,0.55,0.60,0.55
0.68,0.68,0.68,0.68
0.60,0.65,0.65,0.60
0.73,0.73,0.73,0.60
0.73,0.73,0.73,0.73
0.60,0.61,0.70,0.60
0.61,0.61,0.61,0.61
0.65,0.65,0.65,0.65
0.70,0.73,0.73,0.70
0.72,0.73,0.73,0.65
