HES,Hess Corporation Common Stock,NASDAQ
67.24,65.97,67.25,65.77
66.59,67.51,68.00,66.59
67.54,67.52,67.75,67.14
67.33,66.38,68.08,66.25
65.26,64.28,65.66,64.04
64.26,64.02,64.44,62.63
63.28,62.87,63.46,61.32
63.68,63.65,64.26,62.98
64.12,65.71,66.58,64.06
66.26,67.05,67.50,66.21
66.95,66.49,67.07,66.20
66.82,66.71,67.47,66.50
66.72,67.22,67.81,66.51
67.05,67.20,67.29,66.23
67.86,68.13,68.19,66.98
68.50,68.53,68.71,68.13
68.89,68.57,68.98,67.92
68.56,68.73,69.04,68.42
69.94,70.96,71.08,69.83
70.80,71.17,71.34,70.73
71.64,71.06,71.81,70.81
71.05,70.74,71.37,70.20
70.92,71.28,71.58,70.82
71.41,72.16,72.39,71.34
72.51,73.94,74.00,72.23
74.30,73.27,74.50,72.76
73.32,73.43,73.94,73.13
73.57,72.63,73.66,72.04
72.23,73.54,73.63,72.23
72.99,73.20,73.24,72.33
72.78,72.03,73.00,71.67
73.08,73.19,73.72,72.13
73.79,74.46,75.80,73.79
75.38,76.04,76.34,74.78
75.62,75.31,75.66,75.00
74.98,75.08,75.14,74.35
75.05,73.46,75.22,73.10
73.04,73.56,74.00,72.38
74.33,74.36,74.83,73.42
75.54,74.89,75.64,74.36
74.49,75.13,75.32,74.35
75.16,75.21,75.45,74.60
75.60,75.47,75.92,75.17
74.66,75.23,75.30,74.34
74.87,75.07,75.48,74.49
74.74,73.29,75.32,73.28
73.70,73.72,74.47,72.85
73.58,73.03,74.05,72.62
73.43,74.51,74.92,73.43
74.69,75.66,75.77,74.36
75.75,75.41,76.38,75.19
74.61,75.45,76.38,74.61
75.88,76.48,77.05,75.71
76.09,75.82,76.15,75.17
75.84,74.85,76.15,74.81
75.92,75.99,76.45,75.35
75.79,76.15,76.72,75.57
76.28,76.53,77.03,76.19
76.80,77.30,78.20,76.26
77.62,78.33,78.34,77.54
78.30,77.79,78.32,77.02
77.87,78.10,78.26,76.98
77.70,77.25,78.25,77.12
77.14,77.72,78.04,77.14
78.37,77.92,78.57,77.45
77.87,77.79,78.22,77.52
77.50,79.22,79.50,77.20
79.45,79.64,80.35,79.45
79.64,78.63,80.41,78.17
78.39,78.53,78.85,77.51
78.59,78.51,79.35,78.20
78.71,78.72,79.32,78.56
79.06,78.79,79.35,78.10
78.03,78.33,78.67,77.88
77.51,77.34,77.80,76.62
76.97,78.69,78.91,76.83
78.26,79.96,80.36,78.26
79.94,79.89,81.12,79.54
79.77,80.14,80.61,79.76
79.54,79.54,80.43,79.27
79.36,78.77,80.34,78.54
78.13,78.53,79.14,77.95
81.04,80.79,81.23,79.53
80.25,81.10,81.40,79.93
80.53,81.31,81.53,80.35
80.28,80.81,81.64,80.28
81.32,82.31,82.44,81.32
81.37,82.39,82.59,81.37
82.87,84.06,84.07,82.81
84.08,84.00,84.85,83.69
84.53,83.56,85.15,83.33
83.00,81.92,83.02,81.06
82.28,83.09,83.33,81.74
83.42,83.20,83.78,82.43
83.33,83.16,83.63,82.69
83.30,83.50,83.80,83.01
82.16,80.32,82.67,79.96
80.83,81.20,81.94,79.98
81.22,80.93,81.49,80.04
81.12,81.73,81.95,81.02
81.35,80.49,81.61,80.37
81.02,81.00,82.56,80.55
81.03,78.78,81.39,78.68
78.92,80.30,80.33,78.89
80.38,80.87,81.24,80.19
80.95,79.94,81.34,79.72
79.37,80.78,80.88,79.36
80.76,81.70,81.80,80.49
81.90,82.86,82.86,81.52
83.15,81.91,83.32,81.59
81.75,81.89,82.27,80.93
81.90,81.31,82.75,80.99
81.45,82.33,82.49,81.15
82.66,83.33,83.35,81.60
82.22,82.63,83.28,81.70
82.82,83.61,84.33,82.20
83.54,81.48,83.54,81.09
81.62,81.13,82.51,81.10
81.01,80.91,81.60,80.33
80.63,81.15,81.54,80.25
80.98,82.21,82.65,80.98
81.83,81.47,82.38,81.40
82.43,80.86,82.79,80.46
80.91,80.51,81.21,80.02
80.60,79.94,81.30,79.58
79.67,78.94,79.87,78.81
78.94,78.56,79.43,77.88
78.50,78.95,79.30,78.41
78.00,79.35,79.73,77.52
81.15,79.51,81.18,78.95
79.60,80.83,80.90,78.67
80.42,80.54,81.08,80.14
80.68,80.17,81.42,80.16
80.72,80.22,81.40,80.14
80.25,81.14,81.26,80.02
81.28,82.60,82.85,81.16
82.77,83.07,83.39,82.27
83.07,82.61,83.54,82.59
82.90,83.00,83.29,82.45
82.95,81.12,83.00,80.69
80.86,80.28,81.72,79.97
79.53,79.92,80.09,78.99
79.98,80.86,81.23,79.92
81.61,81.69,81.79,80.58
81.87,81.34,82.16,80.86
81.11,80.90,81.46,80.50
80.75,78.87,81.11,78.72
78.92,79.53,79.72,78.92
78.67,77.67,79.18,77.65
77.74,77.72,78.03,77.17
77.72,77.13,78.27,77.03
77.80,77.92,78.08,77.24
78.15,78.12,78.69,77.72
77.77,77.40,78.06,76.96
76.54,76.25,77.04,75.52
76.14,75.58,76.58,75.14
75.89,76.80,77.19,75.75
75.77,77.06,78.85,75.58
76.64,76.53,77.24,76.02
75.40,75.49,76.28,74.88
75.45,73.92,75.47,73.36
74.12,74.76,75.12,73.57
74.34,74.66,75.07,73.79
75.03,76.31,76.45,74.85
76.65,77.18,77.21,76.15
77.26,76.99,77.37,76.61
77.00,78.25,78.67,77.00
78.72,78.03,78.75,77.95
77.59,78.67,79.37,77.36
78.82,79.50,80.00,78.63
79.83,80.46,80.75,79.72
80.15,80.71,81.32,80.13
80.77,81.61,81.95,80.50
81.74,81.17,81.88,80.77
81.64,81.45,82.48,81.44
81.65,80.30,81.65,79.94
80.09,79.32,80.40,79.13
79.30,79.50,79.66,79.02
79.70,80.03,80.44,78.81
79.48,79.48,80.63,79.30
80.08,80.35,80.83,79.62
80.15,80.74,80.78,79.86
80.90,81.44,81.54,80.74
81.92,81.87,82.03,81.37
81.58,82.24,82.33,80.12
82.34,81.21,82.35,80.86
80.24,80.81,81.24,79.60
80.65,79.85,81.06,79.66
79.92,80.28,80.43,79.53
80.52,80.41,81.11,80.07
80.44,81.06,81.61,80.15
80.93,80.62,81.68,80.08
80.41,81.18,81.33,79.92
81.79,81.96,82.56,81.37
82.32,81.58,82.89,81.38
82.09,82.04,82.51,81.94
82.43,81.37,82.80,81.21
81.55,82.00,82.49,81.29
81.87,83.22,83.44,81.87
83.56,82.88,83.56,82.31
82.93,83.96,83.96,82.55
84.12,84.96,85.12,83.71
84.94,85.63,85.97,84.69
86.03,85.34,86.57,84.59
85.18,83.72,85.28,83.54
83.88,84.00,84.50,83.50
84.29,85.21,85.21,83.58
85.09,84.02,85.67,83.96
82.52,83.58,84.45,82.52
84.47,84.92,85.57,84.18
84.81,86.10,86.11,84.46
86.56,86.54,86.99,85.97
86.45,87.27,87.31,85.82
87.50,87.78,88.00,87.21
87.50,88.01,88.30,87.07
88.26,88.17,88.87,88.13
88.63,88.31,88.99,87.91
88.07,87.43,88.22,87.13
87.89,87.23,87.99,86.73
87.35,88.02,88.66,87.35
89.00,89.16,90.29,88.13
89.01,88.90,89.49,88.44
88.99,88.67,89.35,88.46
88.07,88.59,88.95,88.00
88.64,88.09,89.19,88.08
88.00,88.93,89.22,88.00
88.58,88.21,89.12,87.82
88.44,87.61,88.58,87.25
88.12,88.34,88.71,87.75
88.50,88.67,88.69,88.17
87.11,89.02,89.58,87.11
88.60,88.19,88.73,87.21
88.04,87.40,88.19,86.96
87.35,87.94,88.46,87.34
87.82,88.03,88.53,87.52
88.55,89.30,89.57,88.45
91.41,90.29,91.92,90.28
90.16,89.86,90.59,89.45
89.91,89.43,90.09,89.04
88.50,89.97,90.57,88.50
90.00,90.59,90.79,89.71
90.40,91.30,91.54,90.34
91.69,91.31,91.72,90.81
91.20,92.39,92.39,91.01
92.22,92.31,92.77,91.80
92.17,92.20,92.56,91.91
92.48,93.32,93.87,92.43
93.45,94.10,94.38,93.26
93.85,94.31,94.58,93.66
94.20,95.31,96.00,94.09
95.34,95.48,96.73,95.20
95.69,95.95,96.11,94.97
95.99,95.89,96.50,95.64
95.47,95.94,96.07,94.93
95.94,96.32,96.59,95.21
95.95,97.34,97.34,95.95
97.70,97.96,97.99,97.18
98.11,98.40,99.10,97.96
98.40,96.49,98.82,96.38
95.46,98.18,98.30,95.44
98.09,97.59,98.32,96.75
97.25,98.29,98.34,97.14
98.40,98.89,99.09,97.81
99.30,99.61,99.94,99.00
99.20,99.42,99.89,99.00
99.52,99.93,100.11,99.32
99.64,99.20,100.10,98.86
98.96,98.96,100.12,98.80
99.12,99.03,99.87,98.41
98.35,98.50,98.80,97.57
97.40,97.84,98.51,97.40
98.48,99.21,99.37,98.48
98.80,97.83,98.95,97.54
98.62,99.22,100.00,98.62
98.76,98.45,100.23,98.38
98.62,98.72,99.29,98.45
98.62,99.32,99.71,98.52
99.67,99.80,100.09,99.27
100.08,100.16,100.42,99.63
100.05,100.74,100.98,99.87
100.37,99.81,100.51,99.72
99.86,99.83,100.08,99.16
99.77,99.42,100.12,99.34
104.00,101.05,104.50,99.87
100.39,98.98,100.50,98.49
98.65,98.00,98.86,96.97
97.95,100.44,100.55,97.95
100.21,98.59,100.28,98.10
98.13,98.77,99.72,98.13
99.17,97.84,99.57,97.55
98.17,99.92,100.05,98.04
100.35,100.14,101.00,100.07
99.69,99.03,100.05,98.66
99.48,99.12,99.86,99.02
99.20,97.53,99.45,97.29
97.83,98.90,98.97,97.80
99.21,97.90,99.44,96.93
98.15,99.28,99.54,98.02
99.26,99.40,99.70,98.87
99.52,100.07,100.29,99.23
99.57,98.81,99.57,98.18
99.39,100.16,100.50,99.07
100.57,100.26,101.23,100.23
100.25,99.97,100.61,99.53
99.97,100.19,100.41,99.62
100.21,101.10,101.22,100.02
101.00,100.53,101.25,99.82
101.28,100.75,101.96,100.43
100.56,100.15,101.78,99.50
99.88,100.99,101.03,99.17
100.55,99.75,100.55,98.91
99.98,99.49,100.57,98.66
99.20,99.14,99.37,97.68
98.20,98.84,99.08,97.71
98.10,96.97,98.35,96.74
96.74,97.97,98.51,96.73
98.21,99.18,99.90,97.76
99.62,98.90,99.66,98.41
99.45,97.73,99.45,97.53
98.29,97.51,98.61,97.31
97.20,96.29,97.44,95.93
96.10,96.02,97.26,95.80
96.00,96.00,96.85,94.82
96.00,95.18,96.20,94.99
95.09,96.17,96.50,95.01
95.43,96.21,96.53,94.63
95.89,94.32,96.30,93.57
93.94,91.59,94.58,90.92
91.03,91.32,91.93,89.60
91.88,90.72,91.99,89.78
90.81,89.88,91.36,89.67
89.68,88.46,90.53,88.43
87.97,88.41,88.51,85.67
87.25,84.60,87.89,84.45
84.31,82.54,84.74,82.11
82.33,77.78,83.20,77.71
78.19,75.91,78.80,75.54
74.24,76.34,76.68,72.86
74.59,78.04,78.84,74.22
79.59,78.61,81.25,78.21
78.57,79.71,80.19,78.05
80.90,81.34,82.61,80.46
83.94,80.00,84.28,79.99
81.58,82.22,82.90,80.96
81.76,82.35,82.78,80.73
80.76,80.31,81.17,79.32
80.25,81.95,82.03,80.11
83.53,82.89,84.97,82.07
82.36,83.14,83.70,81.66
83.60,84.81,85.06,82.10
85.14,83.26,86.25,82.98
80.00,81.44,81.73,79.88
82.32,83.17,83.78,81.53
83.09,83.71,84.04,81.94
84.19,84.86,85.99,83.74
85.37,83.81,86.00,82.75
83.83,83.81,84.50,82.88
83.09,82.46,84.03,82.10
82.23,81.10,82.76,79.92
81.67,83.03,83.14,81.46
82.01,81.24,82.19,80.36
81.25,81.90,82.55,80.87
82.39,82.37,83.00,81.38
82.44,83.59,83.63,82.41
84.94,85.21,86.10,84.67
85.40,84.67,85.75,84.05
84.85,82.31,85.00,82.18
82.14,80.83,82.19,80.60
73.93,72.93,75.19,72.80
72.28,73.97,74.09,71.20
73.70,75.13,75.64,72.81
75.42,76.81,77.46,75.39
76.03,76.29,76.37,75.18
76.00,75.72,76.76,75.33
74.32,71.31,74.70,71.03
71.00,72.18,72.87,71.00
71.19,68.58,71.19,68.05
68.53,67.86,69.90,67.56
66.75,66.53,67.70,65.85
66.53,65.45,67.46,65.30
64.48,66.23,68.64,63.80
65.93,69.03,69.74,65.85
71.31,70.55,71.52,68.64
71.39,74.50,74.60,70.75
73.91,73.76,74.08,72.46
73.65,75.36,75.94,73.34
74.63,74.37,74.81,73.11
75.00,74.31,75.42,74.03
75.05,74.82,75.62,74.24
74.39,74.13,75.04,73.73
73.89,73.82,74.76,73.01
73.19,74.14,74.82,72.95
72.64,70.55,73.00,69.94
69.88,69.46,71.71,68.77
70.30,69.30,71.11,68.94
70.21,71.38,71.55,69.60
71.28,71.12,71.61,70.22
69.77,68.43,70.38,67.95
68.86,67.69,69.51,67.19
66.97,69.24,69.31,66.17
69.24,67.92,70.74,67.77
68.50,70.02,70.68,68.44
68.48,69.57,69.69,68.28
70.41,71.41,71.80,70.02
71.81,72.07,72.15,70.56
71.28,70.83,71.99,70.60
70.78,71.65,71.84,69.97
71.54,71.61,72.48,70.20
70.50,66.02,70.89,66.00
66.60,65.70,67.30,63.81
65.04,67.49,68.79,64.80
68.84,70.08,70.38,68.48
71.24,72.68,73.36,71.08
71.42,72.01,72.61,70.85
72.75,73.17,73.93,72.17
73.87,72.97,74.34,72.50
74.47,73.78,74.65,73.22
73.47,72.79,73.66,71.46
71.65,72.80,73.56,71.36
73.76,74.71,74.87,73.42
75.68,76.83,77.06,75.37
75.99,77.34,77.63,75.53
76.20,77.10,77.55,76.00
74.54,76.48,76.97,74.11
76.42,76.30,76.70,75.50
75.16,75.87,76.56,75.01
76.44,76.49,76.72,75.64
76.36,76.65,77.37,76.16
75.93,75.43,76.34,74.69
75.84,75.08,76.03,74.96
75.08,74.11,75.08,73.16
74.22,74.49,75.14,73.98
74.72,74.84,74.95,73.77
74.38,73.50,74.56,73.50
73.04,71.39,73.30,71.09
71.49,70.42,71.79,70.40
69.53,69.24,70.25,69.11
69.51,69.60,70.40,69.15
70.06,68.77,70.20,68.71
68.24,69.00,69.21,67.42
68.53,69.33,69.37,68.01
68.49,68.53,69.17,67.55
68.15,69.77,70.32,67.96
68.35,67.40,68.69,67.27
67.91,68.34,69.52,67.85
68.71,67.82,69.19,67.81
68.62,68.08,68.65,67.70
68.52,69.10,69.61,68.20
69.96,68.90,70.39,68.74
68.36,67.37,68.40,67.15
68.28,68.56,68.72,67.74
67.80,67.87,68.59,67.52
68.48,69.18,70.11,68.48
68.89,69.20,69.88,68.27
69.80,72.53,72.81,69.46
72.34,72.35,73.41,71.98
72.30,71.85,72.97,71.70
71.86,72.38,72.89,71.86
72.52,73.12,73.18,71.89
73.50,72.72,73.99,72.61
73.31,74.63,74.88,73.31
75.25,78.09,78.25,75.16
77.66,78.02,78.53,77.03
77.36,77.46,77.76,76.83
77.68,77.68,79.00,77.44
77.56,74.94,77.72,74.70
75.12,75.28,75.88,74.56
75.75,75.80,76.57,75.70
75.29,75.21,75.71,74.78
75.48,75.22,75.90,75.02
75.03,76.75,76.86,75.03
78.00,77.97,78.81,75.40
78.39,76.90,78.87,76.60
77.04,75.78,77.28,74.99
75.98,74.69,76.42,74.17
75.39,73.90,76.08,73.56
75.03,74.47,75.62,74.03
74.20,73.46,74.40,72.74
74.16,74.34,74.36,72.80
74.36,71.69,74.50,71.65
71.70,71.50,72.03,71.02
71.99,70.25,72.14,69.88
70.35,69.41,70.89,69.24
69.24,69.66,70.11,68.65
68.98,68.89,69.07,68.29
68.14,67.70,68.55,67.27
67.95,69.55,69.64,67.36
70.12,69.94,70.40,69.38
69.04,69.02,69.54,68.43
68.13,67.31,68.43,67.14
67.11,67.22,68.14,66.96
67.02,67.29,67.50,66.42
67.28,67.52,67.79,66.85
67.18,66.76,67.34,66.69
67.14,67.29,67.70,66.54
67.19,66.76,67.82,66.73
66.30,66.17,66.64,66.01
65.99,66.08,67.66,65.70
65.80,64.99,66.37,64.84
65.95,65.57,66.88,65.50
66.56,65.64,66.94,65.50
69.51,68.83,69.90,68.65
68.89,67.66,69.18,67.26
66.88,67.33,67.83,66.83
67.22,69.40,69.51,67.14
70.08,69.51,70.67,68.74
69.78,69.31,70.23,69.09
68.99,68.64,69.58,68.49
68.77,68.94,69.26,68.02
69.37,70.23,70.46,68.78
69.91,69.17,70.37,68.96
69.21,68.03,69.44,67.98
68.03,68.43,68.73,67.47
67.35,66.97,67.97,66.90
67.69,66.88,67.69,66.46
66.91,65.42,67.18,65.07
65.56,65.71,66.20,65.44
64.60,64.41,65.06,64.10
64.14,65.05,65.37,63.31
64.55,64.37,65.33,63.90
65.62,64.65,65.65,64.53
64.94,64.34,65.49,64.03
64.46,63.98,64.63,63.66
63.98,64.57,65.36,63.73
64.16,63.05,64.69,62.41
63.28,62.68,63.80,62.61
62.38,61.42,62.71,61.21
60.97,59.60,61.11,59.51
59.80,59.18,60.56,59.00
59.34,59.00,59.75,58.61
58.96,59.28,59.49,58.35
59.39,58.49,59.39,57.70
57.65,57.68,58.55,57.18
57.98,59.65,59.88,57.58
59.95,60.04,61.88,59.20
60.04,60.33,60.78,59.68
59.72,59.01,60.30,58.81
58.21,57.70,58.89,57.32
58.07,57.55,58.99,57.31
58.46,55.92,58.95,55.92
55.58,56.81,56.90,54.65
56.60,55.92,57.74,55.69
56.12,58.44,58.50,56.09
57.22,57.89,57.99,56.60
57.42,59.42,59.49,57.07
59.11,58.79,59.55,58.45
58.73,59.08,60.00,58.70
58.62,58.78,59.62,58.38
59.51,59.21,59.80,58.44
58.75,56.73,59.18,56.31
56.53,55.74,57.24,55.70
55.31,54.99,56.16,54.81
51.78,50.98,54.00,50.38
53.01,49.94,53.84,49.90
51.23,51.22,51.58,49.86
52.57,55.76,56.06,52.36
55.51,57.46,58.60,54.50
56.11,59.45,59.80,55.33
57.27,57.07,58.61,56.53
57.82,57.51,57.86,55.35
58.00,57.40,59.28,56.63
56.41,56.35,57.00,55.85
56.91,56.53,57.10,55.19
56.99,54.92,58.24,54.80
55.14,54.10,55.60,53.64
53.08,52.50,53.17,51.41
52.36,51.98,52.40,51.09
52.30,52.79,53.58,52.17
53.49,54.69,54.84,53.32
54.49,54.60,56.04,53.81
53.60,52.43,53.98,52.07
52.96,52.30,53.15,52.07
51.36,51.15,52.65,50.71
51.46,50.07,51.73,49.91
49.86,50.05,50.40,49.31
50.53,50.27,50.81,49.71
49.41,48.26,49.89,48.23
48.47,48.28,48.89,47.84
48.64,50.06,50.15,48.45
50.81,50.75,51.56,50.02
49.64,53.69,53.92,49.64
53.95,55.88,56.29,53.95
55.91,58.78,59.19,55.70
60.23,59.98,61.31,57.95
59.95,62.57,63.16,59.84
62.51,61.91,63.21,61.03
61.91,60.13,62.13,59.59
59.53,60.28,60.85,58.92
59.97,60.21,60.59,59.50
60.15,61.42,61.55,59.60
61.74,61.03,62.32,60.21
60.23,59.82,60.49,59.23
59.36,60.35,60.64,59.13
60.05,59.08,60.37,58.97
59.75,61.13,61.18,59.59
60.71,60.87,61.80,60.01
60.58,58.71,60.64,58.60
57.78,56.93,57.87,55.74
53.30,57.07,57.54,53.05
57.05,56.14,58.61,56.07
56.52,56.21,57.00,54.68
55.74,57.62,57.85,55.69
58.30,60.15,60.71,58.10
60.15,60.42,61.55,58.94
60.53,62.19,64.08,60.21
61.68,62.76,62.86,61.37
62.65,61.98,64.00,61.57
61.60,62.79,62.91,61.30
62.75,61.16,63.21,60.95
60.01,59.72,60.96,59.45
59.44,59.76,60.56,58.53
60.00,61.84,61.85,59.47
60.76,60.09,61.13,59.21
60.52,61.17,61.71,59.57
60.78,60.10,61.17,59.32
60.04,58.94,60.69,58.74
58.94,58.75,59.55,58.35
59.23,61.36,61.68,59.15
60.67,60.88,61.53,59.94
60.14,59.09,60.51,58.47
59.32,59.00,59.95,58.65
59.32,59.55,59.64,58.44
58.89,56.74,59.06,56.29
57.15,55.56,57.99,55.36
54.36,54.90,55.23,53.15
53.01,53.00,53.47,51.83
51.43,51.95,53.08,50.62
52.40,51.97,54.12,51.43
51.62,52.48,53.11,51.10
51.73,50.43,51.75,49.50
49.85,50.12,50.72,48.89
51.12,51.73,51.94,50.79
51.37,50.92,52.52,50.40
51.04,49.20,51.18,48.47
49.20,48.50,50.84,48.47
48.87,47.44,49.24,47.04
47.72,48.48,48.76,47.37
49.77,51.27,51.32,49.55
51.11,50.57,51.26,49.83
49.43,48.99,49.90,48.74
49.80,49.36,49.99,48.79
48.49,48.17,49.61,48.10
47.74,48.48,48.90,47.71
48.40,48.18,49.85,47.57
47.68,48.07,48.12,46.63
46.68,45.07,46.77,44.86
44.00,43.62,45.51,43.49
43.93,43.58,44.42,42.86
43.55,41.69,43.77,41.30
42.49,39.60,42.82,38.80
40.19,38.59,41.05,38.22
38.88,39.96,40.54,38.47
38.00,38.72,39.21,37.71
38.97,36.53,39.26,35.72
35.77,35.21,35.77,32.41
35.07,37.62,37.95,35.00
39.41,38.33,39.95,36.80
37.16,34.38,37.84,34.28
35.12,34.81,35.98,34.55
34.97,36.85,39.66,34.02
40.59,40.34,41.99,39.05
40.83,42.50,42.66,40.52
41.38,41.76,42.26,40.80
40.57,39.36,40.57,38.77
40.27,42.99,43.02,38.97
43.38,43.47,45.16,42.53
38.70,38.02,39.30,38.00
37.23,38.99,39.12,37.00
38.28,38.70,39.37,37.35
39.22,39.29,40.15,38.75
38.44,38.93,39.41,36.95
39.28,40.11,40.15,38.50
41.00,40.84,41.25,39.96
41.57,43.47,44.14,41.43
44.00,42.07,44.20,41.49
41.54,42.31,42.34,40.25
43.47,44.58,44.59,43.04
43.66,41.92,44.71,41.61
40.65,41.70,42.04,39.98
41.66,41.58,42.37,39.95
42.69,43.07,43.62,42.48
43.05,43.60,44.01,42.62
43.79,44.31,44.71,42.56
44.09,46.92,46.94,43.86
46.60,48.00,48.24,46.25
49.17,48.39,50.54,47.61
48.51,49.28,49.88,47.96
48.84,46.76,48.96,46.53
47.68,47.08,48.21,46.23
47.15,48.27,48.36,45.99
49.32,51.26,51.95,49.28
50.00,50.20,50.65,49.08
48.82,50.17,50.28,48.17
50.65,51.83,51.98,49.92
52.29,53.19,54.18,51.94
54.50,53.90,54.65,53.02
53.40,53.84,54.51,52.22
53.66,53.70,54.83,53.45
53.08,51.60,53.30,51.45
50.18,52.10,52.27,49.70
52.49,50.84,52.59,50.23
49.65,50.40,50.42,48.90
51.60,50.97,52.03,50.26
50.73,52.65,52.96,50.52
51.41,52.03,52.18,51.12
52.54,50.55,52.88,50.47
49.94,51.26,51.43,49.52
51.50,54.00,54.44,51.33
53.47,52.90,54.27,52.00
54.64,54.48,55.05,53.83
55.06,54.74,55.86,54.65
55.33,57.36,57.79,54.79
57.28,56.58,57.65,56.13
56.73,57.72,57.88,56.46
57.25,57.17,57.58,56.59
55.42,59.84,60.11,55.30
60.41,61.17,61.35,59.26
60.47,61.18,62.08,59.99
61.37,60.18,61.80,59.96
60.50,63.38,63.62,60.42
62.74,61.87,63.05,60.98
62.05,63.25,63.51,61.87
62.00,61.27,63.76,60.70
60.44,59.18,61.45,59.10
59.81,59.62,60.72,58.03
59.56,58.98,59.76,58.24
58.28,56.75,58.82,56.44
57.40,55.32,57.76,54.75
57.21,55.88,57.67,55.35
55.06,56.15,56.90,55.02
55.41,54.47,55.89,53.93
54.95,57.71,57.76,54.63
57.51,58.32,59.25,56.92
59.20,58.14,60.30,57.47
57.87,57.76,58.88,57.57
58.82,58.42,59.72,58.20
58.30,57.66,59.01,57.36
57.73,57.96,58.51,57.33
57.01,57.26,57.54,55.54
57.55,57.66,57.95,56.55
56.96,58.59,59.09,56.62
58.93,58.20,58.99,57.80
58.78,60.64,60.93,58.78
61.51,60.44,62.00,60.40
59.94,60.23,61.17,59.46
60.44,59.93,61.12,59.56
59.93,58.92,59.93,57.67
58.24,59.23,59.23,57.80
59.33,58.36,59.74,58.13
58.95,60.31,60.37,58.59
60.91,61.57,61.76,60.20
62.23,61.86,63.00,61.22
60.72,60.38,61.73,60.35
59.51,57.70,59.91,57.18
57.28,57.49,58.57,56.93
57.00,57.82,58.18,56.81
57.65,57.15,58.26,56.25
56.39,56.10,56.46,54.42
57.02,56.96,57.61,56.73
58.18,58.32,58.81,57.73
58.12,58.70,58.82,57.50
59.03,58.02,59.03,57.84
58.73,59.77,59.79,58.33
57.04,55.83,58.07,55.51
54.87,52.63,55.12,51.82
54.50,55.14,55.54,53.72
55.87,57.77,57.98,55.43
59.42,60.10,60.38,58.81
60.01,60.15,61.54,59.69
58.65,56.96,59.28,56.19
56.54,56.88,56.96,55.86
57.73,56.48,58.68,55.85
57.68,56.81,57.87,55.77
57.23,56.07,57.41,55.99
57.24,60.13,60.17,57.08
59.99,58.02,60.12,57.46
59.09,58.01,59.43,57.98
58.08,56.93,58.36,56.68
56.72,57.60,57.65,56.25
57.10,56.11,57.48,55.84
55.81,56.36,56.68,54.72
56.28,54.91,56.93,54.72
55.26,54.12,55.43,53.66
53.50,52.81,53.78,52.36
52.46,53.68,53.71,52.16
52.00,51.60,53.66,50.55
51.50,52.17,53.00,51.28
51.41,53.65,53.82,51.41
52.67,51.23,52.73,51.01
51.48,51.75,51.96,50.31
51.74,53.39,53.73,51.63
53.28,53.87,55.14,53.11
54.00,54.64,54.76,53.58
55.44,55.92,56.46,55.28
56.09,55.42,56.17,54.83
55.53,54.72,56.04,54.55
55.23,56.54,57.28,54.98
56.81,56.28,56.98,55.85
56.81,56.65,57.44,56.34
56.46,56.67,56.94,55.55
56.57,56.70,56.90,55.75
56.94,57.62,57.88,56.87
57.28,57.23,57.56,56.52
56.25,56.20,56.73,55.28
55.94,56.42,56.84,55.94
56.08,56.35,56.93,55.84
56.31,56.81,57.35,55.87
56.98,56.67,57.89,56.16
56.45,56.42,56.58,55.86
56.77,56.08,57.62,55.86
55.56,54.30,56.03,54.01
53.75,53.31,54.22,52.76
53.92,53.08,54.35,52.87
51.43,51.23,51.71,48.87
51.56,50.81,51.65,50.21
51.39,52.55,52.76,51.08
51.77,49.92,52.02,49.88
49.58,49.88,50.56,49.08
48.95,47.77,49.02,47.22
47.62,46.91,48.02,46.58
46.91,46.65,47.27,46.34
45.79,46.48,46.79,45.66
47.00,45.96,47.27,45.95
45.98,45.67,46.43,45.37
46.33,47.00,47.01,45.80
47.84,47.78,48.59,47.57
47.36,46.91,48.17,46.51
47.13,47.63,48.22,47.01
47.09,46.81,47.25,46.33
47.19,49.84,49.98,46.41
49.52,52.15,53.39,49.52
52.67,53.62,53.96,52.25
53.57,53.90,54.63,52.75
54.07,52.25,54.23,51.93
53.04,53.48,53.87,52.82
53.73,53.66,54.03,52.70
53.55,53.07,54.16,53.05
53.61,53.95,54.67,53.55
53.78,52.57,53.84,52.52
52.24,51.96,52.33,51.35
51.43,51.52,51.73,50.66
51.89,51.70,52.51,51.02
51.48,50.82,51.81,50.30
51.68,50.98,51.72,50.79
51.62,52.37,53.24,51.28
51.74,52.65,52.77,51.54
52.14,52.76,52.78,51.93
52.76,52.22,53.38,51.38
52.42,50.90,52.80,50.80
52.05,50.26,53.01,48.67
50.70,50.42,51.28,49.88
50.39,50.30,51.67,50.02
50.08,47.97,50.25,47.81
48.52,47.85,48.76,46.81
47.01,47.09,47.45,46.06
47.51,47.09,48.35,46.88
46.91,46.42,47.53,46.26
47.52,47.44,47.77,46.91
46.88,47.74,48.05,46.80
47.61,49.00,49.66,47.54
48.65,49.64,50.34,48.57
48.95,47.58,49.22,47.54
47.13,48.07,48.26,46.61
48.73,50.59,50.78,48.68
50.33,50.82,51.39,49.71
51.53,50.50,52.25,50.38
50.59,50.97,52.39,50.59
52.50,52.81,53.90,52.18
53.35,52.62,53.94,51.34
51.97,53.20,53.54,51.60
52.62,52.73,52.91,52.11
53.11,51.00,53.39,50.86
49.70,49.05,49.81,48.52
